image_path,class_name,class_index,split
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_132.jpg,Leprosy Lepromatous,10,val
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_280.jpg,Leprosy Lepromatous,10,val
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_79.jpg,Leprosy Lepromatous,10,val
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3422.jpg,Leprosy Lepromatous,10,val
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3396.jpg,Leprosy Lepromatous,10,val
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3398.jpg,Leprosy Lepromatous,10,val
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_215.jpg,Leprosy Lepromatous,10,val
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_209.jpg,Leprosy Lepromatous,10,val
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_86.jpg,Leprosy Lepromatous,10,val
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_288.jpg,Leprosy Lepromatous,10,val
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3370.jpg,Leprosy Lepromatous,10,val
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_192.jpg,Leprosy Lepromatous,10,val
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_272.jpg,Leprosy Lepromatous,10,val
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_229.jpg,Leprosy Lepromatous,10,val
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3375.jpg,Leprosy Lepromatous,10,val
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_157.jpg,Leprosy Lepromatous,10,val
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_181.jpg,Leprosy Lepromatous,10,val
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_143.jpg,Leprosy Lepromatous,10,val
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_277.jpg,Leprosy Lepromatous,10,val
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_253.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_210.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3424.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_266.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3439.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_106.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3356.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_123.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_228.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_242.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_260.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_245.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3419.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_105.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_211.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_230.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_254.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_279.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_136.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_140.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_234.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_267.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_195.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3425.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3417.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_188.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3421.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_144.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_206.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_133.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3382.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3399.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_182.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_270.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_134.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_104.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_113.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_261.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3384.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3423.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3407.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_199.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_276.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3376.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_213.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_109.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3361.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3426.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_275.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3362.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_119.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_256.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3372.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_115.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_248.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_150.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_159.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_268.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_291.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_114.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3386.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_258.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3393.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_168.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_217.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3394.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_183.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_204.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3435.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_148.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_180.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3363.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_239.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_139.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_125.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_95.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_107.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3357.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3400.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_179.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_262.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_147.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_193.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_90.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_128.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_257.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_205.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3413.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_191.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3418.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3395.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3373.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_169.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_92.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3420.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_112.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_89.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3436.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_149.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_91.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_127.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_237.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3379.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3405.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_190.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_244.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_165.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3358.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_198.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_163.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3438.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_164.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3430.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_94.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_177.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3432.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_97.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_263.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3412.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3410.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3415.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_197.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_146.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_185.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3433.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3402.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_152.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_135.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_130.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_110.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3374.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_121.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_99.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3366.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_111.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3408.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_155.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_240.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_227.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_284.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_153.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3385.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3429.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_108.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_241.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_226.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3431.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3377.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_221.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_293.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_189.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_170.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_249.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_225.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_98.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_93.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_187.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_238.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_287.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3381.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_88.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_141.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_243.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_223.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_124.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3440.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_269.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_166.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3380.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3404.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_232.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_145.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3401.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_252.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3360.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_160.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_184.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_286.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_154.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3387.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_122.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_208.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_178.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3397.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3369.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_174.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3403.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_231.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_281.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_271.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_235.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_138.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_137.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_278.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_246.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_167.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_259.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\img_117.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Lepromatous\3371.jpg,Leprosy Lepromatous,10,train
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\img_190_2.jpg,Leprosy Tuberculoid,11,val
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\img_205_2.jpg,Leprosy Tuberculoid,11,val
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\3524.jpg,Leprosy Tuberculoid,11,val
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\img_180_2.jpg,Leprosy Tuberculoid,11,val
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\3603.jpg,Leprosy Tuberculoid,11,val
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\8747.jpg,Leprosy Tuberculoid,11,val
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\img_165_2.jpg,Leprosy Tuberculoid,11,val
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\img_193_2.jpg,Leprosy Tuberculoid,11,val
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\3623.jpg,Leprosy Tuberculoid,11,val
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\img_120_2.jpg,Leprosy Tuberculoid,11,val
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\3572.jpg,Leprosy Tuberculoid,11,val
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\img_157_2.jpg,Leprosy Tuberculoid,11,val
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\img_143_2.jpg,Leprosy Tuberculoid,11,val
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\3633.jpg,Leprosy Tuberculoid,11,val
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\img_145_2.jpg,Leprosy Tuberculoid,11,val
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\img_209_2.jpg,Leprosy Tuberculoid,11,val
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\3580.jpg,Leprosy Tuberculoid,11,val
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\img_149_2.jpg,Leprosy Tuberculoid,11,val
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\img_216_2.jpg,Leprosy Tuberculoid,11,val
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\img_196_2.jpg,Leprosy Tuberculoid,11,val
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\img_125_2.jpg,Leprosy Tuberculoid,11,val
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\3534.jpg,Leprosy Tuberculoid,11,val
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\img_133_2.jpg,Leprosy Tuberculoid,11,val
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\3543.jpg,Leprosy Tuberculoid,11,val
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\3583.jpg,Leprosy Tuberculoid,11,val
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\3523.jpg,Leprosy Tuberculoid,11,val
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\img_132_2.jpg,Leprosy Tuberculoid,11,val
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\img_234_2.jpg,Leprosy Tuberculoid,11,val
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\3548.jpg,Leprosy Tuberculoid,11,train
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\3564.jpg,Leprosy Tuberculoid,11,train
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\3582.jpg,Leprosy Tuberculoid,11,train
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\3546.jpg,Leprosy Tuberculoid,11,train
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\img_184_2.jpg,Leprosy Tuberculoid,11,train
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\img_121_2.jpg,Leprosy Tuberculoid,11,train
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\3545.jpg,Leprosy Tuberculoid,11,train
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\3566.jpg,Leprosy Tuberculoid,11,train
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\3571.jpg,Leprosy Tuberculoid,11,train
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\3622.jpg,Leprosy Tuberculoid,11,train
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\img_204_2.jpg,Leprosy Tuberculoid,11,train
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\img_128_2.jpg,Leprosy Tuberculoid,11,train
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\img_228_2.jpg,Leprosy Tuberculoid,11,train
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\img_119_2.jpg,Leprosy Tuberculoid,11,train
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\img_126_2.jpg,Leprosy Tuberculoid,11,train
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\img_219_2.jpg,Leprosy Tuberculoid,11,train
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\3577.jpg,Leprosy Tuberculoid,11,train
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\3610.jpg,Leprosy Tuberculoid,11,train
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\img_131_2.jpg,Leprosy Tuberculoid,11,train
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\img_158_2.jpg,Leprosy Tuberculoid,11,train
D:\NCKH_V2\Data\train\Leprosy Tuberculoid\3560.jpg,Leprosy Tuberculoid,11,train
